111	数据分析师	龙岗区	3天前发布	9k-18k	9k-18k 经验1-3年 / 本科	新零售 电商 需求分析 数据分析 竞品分析 用户增长	“新团队，机会多，可塑性强，团队氛围融洽”	移动互联网,电商 / B轮 / 150-500人	百果科技
112	数据分析专员	新安	3天前发布	8k-15k	8k-15k 经验不限 / 大专	数据分析 数据运营 SQL	“福利待遇好，入职后直接购买五险一金”	移动互联网 / 天使轮 / 50-150人	腾企网
113	数据分析师	坂田	3天前发布	15k-30k	15k-30k 经验1-3年 / 本科	大数据 数据分析 可视化 数据库 SQL	“带薪培训 五险一金 年终奖 一年两次调薪”	电商,物联网 / A轮 / 500-2000人	斯达领科
114	高级数据分析师	坂田	3天前发布	25k-40k	25k-40k 经验3-5年 / 本科	大数据 Hadoop Python elasticsearch	“带薪培训 五险一金 年终奖 一年两次调薪”	电商,物联网 / A轮 / 500-2000人	斯达领科
115	数据分析师	福田区	3天前发布	10k-15k	10k-15k 经验1-3年 / 本科	教育 数据分析 Python SQL K12在线教育	“行业发展前景广大”	教育 / 未融资 / 15-50人	中文路
116	数据分析师	龙华新区	3天前发布	12k-20k	12k-20k 经验1-3年 / 本科	互联网金融 数据分析 Python SQL	“季度奖金 年终奖 生日礼金 节假日福利”	电商,数据服务 / 上市公司 / 2000人以上	富士康科技集团
117	数据分析师	国贸	2天前发布	15k-30k	15k-30k 经验在校/应届 / 大专	BI 商业 数据分析	“五险一金，双休，错峰上班”	教育,移动互联网 / C轮 / 2000人以上	阿卡索外教网
118	bi数据分析师	南山区	2天前发布	13k-18k	13k-18k 经验1-3年 / 本科	数据分析	“精英团队，丰厚奖金”	金融,数据服务 / 未融资 / 15-50人	深圳市臻恒网络科技有限公司
119	数据分析师	科技园	2020-12-24	10k-20k	10k-20k 经验不限 / 不限	游戏 数据库 数据分析	“绩效奖金 年终分红 13薪”	游戏 / 未融资 / 15-50人	游戏宅
120	数据分析师	上梅林	2020-12-24	20k-35k	20k-35k 经验3-5年 / 本科	数据分析 SQL BI	“发展前景好”	移动互联网,消费生活 / D轮及以上 / 2000人以上	货拉拉
121	数据分析师	南油	3天前发布	3k-5k	3k-5k 经验在校/应届 / 本科	数据分析 行业分析	“大牛团队，发展空间大”	移动互联网,电商 / 上市公司 / 500-2000人	慧择网
122	数据分析师	南油	2020-12-23	14k-20k	14k-20k 经验3-5年 / 本科	新零售 商业分析 增长黑客 数据分析 数据运营	“腾讯系，A轮千万融资，丰厚的期权激励”	移动互联网 / A轮 / 15-50人	云启星辰
123	数据分析	科技园	2020-12-24	10k-12k	10k-12k 经验1-3年 / 本科	移动互联网 SQL	“平台好”	企业服务,人工智能 / 上市公司 / 2000人以上	亿达信息
124	数据分析师	南山区	3天前发布	12k-20k	12k-20k 经验3-5年 / 硕士	大数据	“期权、晋升/发挥空间大、大牛带队、出国旅游”	数据服务 / 未融资 / 少于15人	量城科技
125	数据分析师	科技园	2020-12-23	12k-24k	12k-24k 经验3-5年 / 本科	电商 数据分析	“新业务,发展空间大,平台好”	物流丨运输 / 上市公司 / 2000人以上	顺丰速运
126	数据分析师	南山医院	3天前发布	8k-15k	8k-15k 经验在校/应届 / 本科	数据分析	“大平台，高薪资，高成长空间”	移动互联网,金融 / D轮及以上 / 500-2000人	盒子科技
127	数据分析师	宝安区	2020-12-22	15k-20k	15k-20k 经验3-5年 / 本科	电商 用户研究 用户增长	“领导nice 发展空间大”	文娱丨内容 / 天使轮 / 150-500人	深圳市寻麟文化娱乐有限公司
128	数据分析师	南山区	2020-12-24	25k-35k	25k-35k 经验3-5年 / 硕士	数据分析	“大平台，项目号，前景好，福利好”	移动互联网 / 不需要融资 / 2000人以上	平安智慧城
129	资深数据分析师	南山区	2020-12-22	20k-40k	20k-40k 经验5-10年 / 本科	企业服务 工具软件 数据挖掘 Python SQL 商业分析	“发展前景好、核心项目、领导nice”	移动互联网,社交 / C轮 / 500-2000人	小鹅（小鹅通）
